kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Rudi Hartono,Tri Fatmawati,Tidak Terakreditasi,Kurikulum 2013,Sehari penuh (5 h/m),SMAN 111 JAKARTA,39953E123E0FC208E098,20100803,Negeri,SMA,Pemerintah Daerah,Kep.61/I01.E1/R/95,1995-06-23,6380/IPB/97,1997-08-05,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMAN111-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,35000,100 Mb,JL. BANDENGAN UTARA 80,Penjaringan,Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14440,-6,106,10,16
Enah Marguna,Agus Setiawan,C,Kurikulum 2013,-,SDS Bambu Kuning,72773DE0BE6E1B0FBD15,20104995,Swasta,SD,Yayasan,1/SK/YAY.DEWI/I/1996,1996-01-12,2825/-1.851.48,2013-04-11,Tidak ada,BANK DKI,WALIKOTA JAKARTA UTARA,SDS BAMBU KUNING,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,30 Mb,Jl. S. Sirem,Marunda,Marunda,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14150,-6,106,1,2
Lauw  Siok  Eng,SELVI OKTAVIANI,B,Kurikulum 2013,Sehari penuh (5 h/m),SDS Tunas Pembangunan,2953BBAA553E63040C4C,20105795,Swasta,SD,Yayasan,28,1989-03-11,325/1.851.48,1910-01-01,Tidak ada,DKI,cabang,LAUW SIOK ENG,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2300,10 Mb,Jl. Sawah Lio II No. 67,Sawah Lio,Jembatan Lima,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,6,8
Sumarni,MARKUS IWAN SARUEDY,A,Kurikulum 2013,Sehari penuh (5 h/m),SD NEGERI KEBON MELATI 01 PG,178F6D3A9A868088CD75,20104607,Negeri,SD,Pemerintah Pusat,,1982-01-01,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNKBONMLATI01-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,12999,50 Mb,Jl. Sabeni No. 12,,KEBON MELATI,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10230,-6,106,12,12
Listiyawati,Haposan ronal napitupulu,,Kurikulum 2013,-,SMA BUKIT MULIA,AE666520A07090AC76A6,70039682,Swasta,SMA,Yayasan,NOMOR 1/A.2c/31.72.01.1005.13.R-I/3/TM.08.29/e/2023,2023-01-19,NOMOR 1/A.2c/31.72.01.1005.13.R-I/3/TM.08.29/e/2023,2023-01-19,Tidak ada,BPD DKI...,BPD DKI CABANG WALIKOTA JAKARTA UTARA...,SDSDARUSSALAM...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,20 Mb,Jl. Kali Baru Barat Rt. 05/10,Kalibaru,KALI BARU,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,-6,106,5,10
Pandi Akhmad,Pepi Farhan,B,Kurikulum 2013,Pagi,SDS DARUSSALAM,9F15ACD002BD3162846B,20105014,Swasta,SD,Yayasan,31,1987-01-07,031/1.851.48,1910-01-01,Tidak ada,,,,Bersedia Menerima,-,9001:2000,PLN & Diesel,30000,50 Mb,"JL. PLUIT KARANG SARI VI, RT.001/14",,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,,
Elizabeth Marpaung,Herman Septian Prabowo,A,Kurikulum 2013,Sehari penuh (5 h/m),SDS Widuri Indah I,C5C62F6B716D72E12D22,20105799,Swasta,SD,Yayasan,1348/IMB/PG/1977,1977-02-17,004/1.2.1/31.73.04/-1.851.192/2015,2015-09-28,Tidak ada,BANK DKI,Pintu Besar Selatan,SD WIDURI INDAH 1,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5000,50 Mb,Jl. TSS Gg. H. Abd. Halim 23,,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,1,6
Rumiyati,DWI FEBRIANTO SOEHARTO,A,Kurikulum 2013,-,SD NEGERI PERCONTOHAN BENDUNGAN HILIR 12 PG,0A5C4225CB31CE8D8240,20104481,Negeri,SD,Pemerintah Daerah,-,1910-01-01,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNBENDHIL12-BOS...,Bersedia Menerima,-,9001:2008,PLN,22988,100 Mb,Jl. Taman Bendungan Jatiluhur,,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,11,2
Timotius Sabar,HARI SANTOSO,A,Kurikulum 2013,-,SDS Widuri Indah II,D3F5594C0904697E8953,20105800,Swasta,SD,Yayasan,108,1981-06-01,6243/1851.48,2010-09-07,Tidak ada,BANK DKI,PINTU BESAR SELATAN,SDS.WIDURI INDAH II,Bersedia Menerima,-,Belum Bersertifikat,PLN,50000,300 Mb,Jl. Jamblang Raya No. 2,Duri Selatan,Duri Selatan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,2,1
Aniyah,Suprapto.s.pd,B,Kurikulum 2013,Kombinasi,SDS Dewi Sartika,D11DEF986BE4CFAC4F9F,20105017,Swasta,SD,Yayasan,32,1988-08-18,2871/-1.851.4,2006-06-26,Tidak ada,DKI,WALIKOTA JAKARTA UTARA,SDS.DEWI SARTIKA,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,1298,Telkom Speedy,Jl. Manunggal VII No. 18,KALIBARU,Kali Baru,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14110,-6,106,6,15
PLT - Drs.kondangan,Hendra,A,Kurikulum 2013,-,SMA DARMA SATRIA PERSADA,AB36EBE64108F4310FC8,20107374,Swasta,SMA,Yayasan,,2013-03-14,1952/-1.851.68,2013-03-14,Tidak ada,-,-,-,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,7500,100 Mb,JL. KOMPLEK TELUK INDAH BLOK Q2 NO. 2-4,-,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,12,9
PLT - Rumiyati,Budianto,A,Kurikulum 2013,-,SDN BENDUNGAN HILIR 01,8D1082F75AF80A0038D9,20100390,Negeri,SD,Pemerintah Daerah,tidak ada,1910-01-01,tidak ada,1910-01-01,"H,K",BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNBENDHIL01-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,23000,100 Mb,JL. DANAU TOBA,,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,20,4
Icih Nurningsih,SUWARDI,A,Kurikulum 2013,-,SMP NEGERI 159 JAKARTA,68D0C7A71EEA334199C0,20101576,Negeri,SMP,Pemerintah Daerah,19.PG/i01.2B/R.79,1979-07-14,043/TU/1981,1981-07-11,Tidak ada,BPD DKI...,BPD DKI CABANG BANK DKI-CAB PINTU BESAR SELATAN...,SMPN159-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,41297,10 Mb,Jl. Jembatan Besi Raya No. 24,Jl. Jembatan Besi Raya No. 24,Jembatan Besi,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11320,-6,106,1,1
Ahmad Faisal,ANIDA ULHAQ,B,Kurikulum 2013,Sehari penuh (5 h/m),SDS Dua Harapan,C05D3F71D659B462F855,20105025,Swasta,SD,Yayasan,10/1.851.202.7,2005-01-21,9845/-1.851.48,2007-11-30,Tidak ada,DKI,TG.PRIOK,SDS DUA HARAPAN,Bersedia Menerima,Sehari penuh (5 h/m),Proses Sertifikasi,PLN,2200,50 Mb,Jl. Tipar Timur,Semper barat,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,6,4
Siti Badriyah,Banny AL usmania,Tidak Terakreditasi,Kurikulum 2013,Sehari penuh (5 h/m),SDN BENDUNGAN HILIR 05 PAGI,5B66C48A65BF87F6D55A,20100392,Negeri,SD,Pemerintah Daerah,0,1968-06-11,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNBENDHIL05-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,500 Mb,Jl. Danau Limboto No. 9,,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,21,4
Ika Rahwati,Herman,,Kurikulum 2013,-,SMA NUSANTARA PERMAI,1B01C34C212EF71EE58A,70031235,Swasta,SMA,Yayasan,2/A.2/31.72.01.1005.01.085.S.1/3/-1.851/e/2022,2022-07-05,2/A.2/31.72.01.1005.01.085.S.1/3/-1.851/e/2022,2022-07-05,Tidak ada,,,,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,30000,300 Mb,Jln. Pluit Karang Barat Blok O-VI No. 1B RT. 2 RW. 8,Pluit,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,0,0,2,8
M. Komaru Zaman,Muhamad Iqbal,A,Kurikulum 2013,-,SMP Negeri 32,126F130F380EB8DFB79A,20101546,Negeri,SMP,Pemerintah Daerah,,1962-12-16,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPN32-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,200 Mb,Jl. Pejagalan No. 51,,Pekojan,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11240,-6,106,5,4
Parminah,Zaenal Arifin,B,Kurikulum 2013,-,SDS Fadhilah,93BCA0E2414FBCC3E3D2,20105027,Swasta,SD,Yayasan,007/SP/SD.FM/III/2011,1910-01-01,1527/1.851.4,2011-10-18,Tidak ada,BANK DKI,Yos Sudarso,SD FADHILAH,Bersedia Menerima,-,Proses Sertifikasi,PLN,3400,20 Mb,Jl. Sungai Tiram Rt.09/02 No.25,Marunda,Marunda,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14150,-6,106,9,2
Otong Martono,Yuliana Indrayati,A,Kurikulum 2013,-,SDN BENDUNGAN HILIR 09 PAGI,74CB846EFC1DA27D9B19,20100379,Negeri,SD,Pemerintah Daerah,001/sdnbenhil09/1968,1910-01-01,001/SDNBENHIL09/1968,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENHIL...,SDNBENDHIL09-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,165000,Tidak Ada,Jl. Danau Tondano No.10,Bendungan Hilir,Bendungan Hilir,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10210,-6,106,21,4
Lia Febrian,Dharmawan Jaya Kusuma,A,Kurikulum 2013,-,SMA PELANGI KASIH,4B148B96750B15E5A531,69755458,Swasta,SMA,Yayasan,,2013-12-13,10880/1.851.68,2013-12-13,Tidak ada,nama_bank,cabang,rek_atas_nama,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,130000,CBN,TAMAN GRISENDA A1/28 JL. PANTAI INDAH TIMUR,Kapuk Muara,KAPUK MUARA,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14460,-6,106,7,3
Lilis Nurhayati,Dasril Kanur Immanurobby,A,Kurikulum 2013,Kombinasi,SMP NEGERI 63,58A505660F313A96753D,20101542,Negeri,SMP,Pemerintah Daerah,,1910-01-01,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPN63-BOS...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,66000,Telkom Speedy,Jl. Perniagaan No. 31,TAMBORA,Tambora,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11220,-6,106,0,0
"PLT - SINTA JULIANTI T. S,SOS",Anita Heydemans,Tidak Terakreditasi,Kurikulum 2013,Sehari penuh (5 h/m),SDS Gaya Remaja,FF039C41562C4133A969,20105031,Swasta,SD,Yayasan,0,1962-08-01,003/1.4.1/31.72.04.1005/1.851.48/2016,2016-10-31,Tidak ada,BANK DKI,Tanjung Priok,SD GAYA REMAJA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,4400,20 Mb,Komp. Eks Gaya Motor,Semper Timur,Semper Timur,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,1,8
Suyoto,Ahmad Apandi,A,Kurikulum 2013,-,SDN Kampung Bali 01,263A6F8AEAF1C8115E34,20104571,Negeri,SD,Pemerintah Pusat,1,1910-01-01,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG WALI KOTA...,SDNKAMPNGBALI01-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,4500,100 Mb,Jl. Jatibaru Raya No. 10,,Kampung Bali,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10250,-6,106,10,3
"Kriston Nainggolan, M.Pd",Hoklen Sihotang,A,Kurikulum 2013,-,SMA SAINT NICHOLAS,744E2340922A183D929B,20100612,Swasta,SMA,Yayasan,21,2012-03-15,10012/-1.851.68,2014-09-26,Tidak ada,-,-,-,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN & Diesel,329000,500 Mb,JL. PANTAI INDAH UTARA SEKTOR TIMUR BLOK S  NO. 8 PIK JAKARTA UTARA,-,Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14470,-6,106,7,8
IRAWATI NINGSIH,Didik Listiawan,,Kurikulum 2013,-,SMP BHAKTI UTAMA,1139B8197751933F496C,70025564,Swasta,SMP,Yayasan,1/A.2/31.73.04.1005.02.001.K.1/3/-1.851/e/2022,2022-01-28,1/A.2/31.73.04.1005.02.001.K.1/3/-1.851/e/2022,2022-01-28,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,530000,1 Gb,"Jl. Krendang Selatan No. 18, RT. 006 RW. 002",,Krendang,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,,0,0,,
Fennita,Delfina Ordelia Siahaan,B,Kurikulum 2013,Sehari penuh (6 h/m),SDS GLOBAL VILLAGE TRILINGUAL SCHOOL,7223077200F9B7076A84,70010608,Swasta,SD,Yayasan,002/A.2/31.72.04.1002/-072.26/2021,2021-03-30,01/F.3/31.72.04.1002/-1.848/2017,2017-09-12,Tidak ada,,,,Bersedia Menerima,Sehari penuh (6 h/m),9001:2008,PLN,11000,1 Gb,Imperial Gading Pelindo 2 Blok E1 No. 24 RT 009 RW 008,Sukapura,Suka Pura,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,0,0,9,8
PLT - Diah Wulandari,Triyatno,A,Kurikulum 2013,Sehari penuh (5 h/m),SMA SIS PIK,616DBDE12248FE93FAE7,20109561,Swasta,SMA,Yayasan,-,2010-12-17,8631/-1.851.69.,2010-12-17,Tidak ada,0,0,0,Tidak Bersedia Menrima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN & Diesel,500,100 Mb,JL. Mandara Indah No.4,Pantai Indah Kapuk,Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14470,-6,106,0,0
Erni Sumarni,Nuraini,B,Kurikulum 2013,-,SDN Kampung Bali 03 Pg.,76E8E6FA33FF53D37A4B,20104573,Negeri,SD,Pemerintah Pusat,0,1983-12-30,-,1910-01-01,K - Kesulitan Belajar,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNKAMPNGBALI03-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,16000,100 Mb,Jl. Hati Suci No. 7,KAMPUNG BALI,Kampung Bali,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10250,-6,106,0,0
PLT - Dra. Yudiarti,Siti Manowiyah,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP BHINNEKA TUNGGAL IKA,F3746C23447572B609C4,20106746,Swasta,SMP,Yayasan,132,2007-06-20,590/101.A1/1/90,1990-08-10,Tidak ada,Bank DKI,Pintu Besar Selatan,SMP Bhinneka Tunggal Ika,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,24000,1 Gb,Jl. Khm. Mansyur No. 222a,Tambora,Tanah Sereal,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11210,-6,106,10,5
Trismiyati,Yulistiawan Agung Prihastono,A,Kurikulum 2013,-,SDS Hang Tuah V,BD2EA1B8B5AECD5D781E,20105034,Swasta,SD,Yayasan,5,2001-07-27,6142/-1.851.48,2012-07-31,Tidak ada,Bank DKI,Tanjung Priok,SDS Hang Tuah V,Bersedia Menerima,-,Belum Bersertifikat,PLN,30000,100 Mb,Jl. Khatulistiwa No. 2 Komp. TNI AL Dewa Ruci,Semper Barat,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,2,11
Sucipto,Ivan Pangkawira,B,Kurikulum 2013,-,SMP BUDAYA,677C1C2EAFFF5889233F,20106751,Swasta,SMP,Yayasan,790p/101.a1/1/92,1992-02-11,822/-1.851.58,2014-02-07,Tidak ada,Bank DKI,Pintu Besar Selatan,SMP Budaya,Bersedia Menerima,-,Belum Bersertifikat,PLN,22000,10 Mb,Jl Duri Utara III No. 35,,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,12,1
Berti,VANY,B,Kurikulum 2013,-,SDN Kampung Bali 07 Pg.,70C61500EF3473D26685,20104574,Negeri,SD,Pemerintah Pusat,426/87/-I/KP/P/1/1984,1984-03-03,426/87/-I/KP/P/1/1984,1984-03-03,Tidak ada,Bank DKI,KAMPUNG BALI,SDN KAMPUNG BALI 07 PAGI,Bersedia Menerima,-,Belum Bersertifikat,PLN,7700,50 Mb,Jl. Kampung Bali 25/ 13,kampung bali,Kampung Bali,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10250,-6,106,0,0
Dohar Tua Manik,Patricia Bella,A,Kurikulum 2013,Sehari penuh (5 h/m),SMA WESTIN,C8278B1A8EA750A41A9F,69873573,Swasta,SMA,Yayasan,29,2003-08-25,10966/-1.851.68,2014-10-20,Tidak ada,BANK DKI,PLUIT,SMA WESTIN,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,150000,50 Mb,TELUK GONG JL. G NO 408,,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,12,10
Abal Ma'ali,Lina Nurlianawati,B,Kurikulum 2013,Pagi,SDS Islam Darus Syifa,B851515280D6526375F2,20109083,Swasta,SD,Yayasan,5/2004,1910-01-01,1493/1.851.48,2006-06-23,"C,K",BANK DKI,TANJUNG PRIOK,SDI DARUS SYIFA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5000,20 Mb,Jl. S. Barito No. 45 Kp. Kurus,Semper barat,Semper Barat,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14130,-6,106,1,6
Jm. Sabam Sinaga,Siti Sarah,B,Kurikulum 2013,-,SMP Budi Bahasa,D4B2F3094BC5CC006E7B,20106752,Swasta,SMP,Yayasan,364/III/1986,1978-03-24,10258/-1.851.58,2012-12-19,Tidak ada,Bank DKI,Dinas Dukcapil DKI Jakart,SMP Budi Bahasa,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,20 Mb,Jl. Kalianyar IV No. 1,Kali Anyar,Kalianyar,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11310,-6,106,1,3
Lusy Mulkan,NURUL RAHMAWATI,A,Kurikulum 2013,Sehari penuh (5 h/m),SDN Karet Tengsin 13 Pg.,E29032D4B39A8C655BF6,20104582,Negeri,SD,Pemerintah Pusat,,1976-06-18,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNKARTTNGSN13-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,33000,300 Mb,Jl. Karet Pasar Baru Barat I,Karet Tengsin,Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10220,-6,106,1,6
Kristin,Yayan Suryana,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS BUDI AGUNG,2AAF6DE021AADF95EEAE,20100628,Swasta,SMA,Yayasan,20./078.1,2004-01-21,-10417/-1.851.68,2013-12-04,Tidak ada,DKI,Pluit,SMA BUDI AGUNG,Bersedia Menerima,Sehari penuh (5 h/m),9001:2000,PLN,44000,100 Mb,JL. TERUSAN BANDENGAN UTARA,Penjaringan,Pejagalan,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,2,16
Heri Lestari,Silviyatur Rohmah,A,Kurikulum 2013,-,SDS Kemala Bhayangkari I,AE03712A7273338EF679,20104839,Swasta,SD,Yayasan,SP.806/101.1A/.84,1984-11-07,003/14.1/31.72.04.0000/1.851.48/2015,2015-06-23,Tidak ada,DKI,TANJUNG PRIOK,SD KEMALA BHAYANGKARI I,Bersedia Menerima,-,Belum Bersertifikat,PLN,13000,500 Mb,Jl. Rorotan XII,ROROTAN,Rorotan,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14140,-6,106,12,9
Hasanah,Anita,A,Kurikulum 2013,-,SDN Karet Tengsin 15,7872B61EB43DAF2411A7,20100550,Negeri,SD,Pemerintah Pusat,0,1910-01-01,-,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG BENDUNGAN HILIR...,SDNKARTTNGSN15-BOS...,Bersedia Menerima,-,9001:2008,PLN,33000,50 Mb,Jl.Karet Pasar Baru Barat IV,KARET TENGSIN,Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10220,-6,106,7,4
Sasongko,ESTER EKASARI,B,Kurikulum 2013,Pagi,SMP Candra Jaya,0F218D2DE85E5CD47F24,20106757,Swasta,SMP,Yayasan,6,1985-04-16,5484/-1.851.58,2011-08-26,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPCHANDRAJAYA...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,7700,30 Mb,Jl. Sawah Lio IV No.8B,,Jembatan Lima,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11250,-6,106,3,5
Pramita Yuniarti  Hutagalung,Nathanael Krisnandio Putra,B,Kurikulum 2013,-,SMAS BUNGA HATI BANGSA,0156223B2B7B9D4994D4,20100629,Swasta,SMA,Yayasan,47/SMABHB/III/2015,2015-03-18,0002/1.10.0/31.72/-1.851.68/2015,2015-10-19,Tidak ada,Bank DKI,-,SMA BUNGA HATI BANGSA,Bersedia Menerima,-,9001:2008,PLN,11000,100 Mb,JL.VILA KAPUK INDAH  BLOK G / 1,KAPUK MUARA,Kapuk Muara,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14460,-6,106,3,6
"JONY PAYANGAN,SE",Irawaty,A,Kurikulum 2013,-,SDS Kristen Damai,01738D8396B841C734D2,20105011,Swasta,SD,Yayasan,Sp.004/I01.F4/I-1988,1988-01-16,002/1.4.1/31.72.04.0000/1.851.48/2015,2015-06-05,Tidak ada,DKI,"YOS SUDARSO, WALIKOTA",SD KRISTEN DAMAI,Bersedia Menerima,-,Belum Bersertifikat,PLN,3200,20 Mb,Jl. Kelapa Dua No. 7 RT.014/03,Cilincing,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14120,-6,106,14,3
Lamhot Butar Butar,Mulyono,A,Kurikulum 2013,-,SMP Candra Naya,074571021DBA616D1D96,20106758,Swasta,SMP,Yayasan,16/I0.1.4/R.4/82,1982-01-06,026/1.16.1/31.73.00.0000/1.851.5/2015,2015-10-28,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPCHANDRANAYA...,Bersedia Menerima,-,Belum Bersertifikat,PLN,82000,50 Mb,Jl. Jembatan Besi II No. 26,Jembatan Besi,Jembatan Besi,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11320,-6,106,8,3
PLT - Slamet Mugiono,Suhendi,A,Kurikulum 2013,Sehari penuh (5 h/m),SDN Petamburan 01,57FA8FBDB391F3BD1C87,20104655,Negeri,SD,Pemerintah Pusat,,1976-07-20,-,1910-01-01,Tidak ada,BANK DKI,KS.TUBUN,SDN Petamburan 01,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,5500,5 Mb,Jl. Petamburan IV No. 52,Petamburan,Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10260,-6,106,8,4
Mikhael Remi Gowe,Risca Lestari,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS CAHAYA KUDUS JAKARTA,C09CFA7CF5FB0048A99C,20107371,Swasta,SMA,Yayasan,35,2005-10-20,9513/-1.851.68,2013-11-12,Tidak ada,BPD DKI...,BPD DKI CABANG PLUIT...,SMACAHAYAKUDUS...,Bersedia Menerima,Sehari penuh (5 h/m),Proses Sertifikasi,PLN,23000,50 Mb,JL.  MUARA KARANG B IX NO. 129,PLUIT,Pluit,Kec. Penjaringan,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14450,-6,106,1,15
Odelia Sabrina Fortunata,Yerisa Kartika,B,Kurikulum 2013,-,SDS Mahaprajna,5D612AD707E72EE98BF2,20101093,Swasta,SD,Yayasan,2213/PIMB-PB/U/1993,1910-01-01,440/1.851.027,2008-04-14,Tidak ada,Bank DKI,cabang,SD Maha Prajna,Bersedia Menerima,-,9001:2008,PLN,1300,500 Mb,Jl. Cilincing Lama No.3,Cilincing,Cilincing,Kec. Cilincing,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14120,-6,106,4,5
JURISKI O'OLI WARUWU,Paul,A,Kurikulum 2013,Pagi,SMP Cindera Mata Indah,A0897C3DEAF69C3EE94D,20106764,Swasta,SMP,Yayasan,284/28/9/93,1988-12-12,KEP/139P/101.AI/I/88,1910-01-01,Tidak ada,BPD DKI...,BPD DKI CABANG PINTU BESAR SELATAN...,SMPCINDERAMATAIND...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,24000,Telkom Speedy,Jl. TSS. Gg. Budi No. 86,-,Duri Utara,Kec. Tambora,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11270,-6,106,1,5
